"Notes"	"Residence County"	"Residence County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Randolph County, MO"	"29175"	"Feb., 2022 (provisional)"	"2022/02"	22	Not Applicable	Not Applicable
	"Randolph County, MO"	"29175"	"Mar., 2022 (provisional)"	"2022/03"	39	Not Applicable	Not Applicable
	"Ray County, MO"	"29177"	"Jan., 2022 (provisional)"	"2022/01"	42	Not Applicable	Not Applicable
	"Ray County, MO"	"29177"	"Feb., 2022 (provisional)"	"2022/02"	23	Not Applicable	Not Applicable
	"Ray County, MO"	"29177"	"Mar., 2022 (provisional)"	"2022/03"	19	Not Applicable	Not Applicable
	"Reynolds County, MO"	"29179"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Reynolds County, MO"	"29179"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Ripley County, MO"	"29181"	"Jan., 2022 (provisional)"	"2022/01"	17	Not Applicable	Not Applicable
	"Ripley County, MO"	"29181"	"Feb., 2022 (provisional)"	"2022/02"	25	Not Applicable	Not Applicable
	"Ripley County, MO"	"29181"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Jan., 2022 (provisional)"	"2022/01"	398	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Feb., 2022 (provisional)"	"2022/02"	282	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Mar., 2022 (provisional)"	"2022/03"	265	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Apr., 2022 (provisional and partial)"	"2022/04"	106	Not Applicable	Not Applicable
	"St. Clair County, MO"	"29185"	"Jan., 2022 (provisional)"	"2022/01"	21	Not Applicable	Not Applicable
	"St. Clair County, MO"	"29185"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Ste. Genevieve County, MO"	"29186"	"Jan., 2022 (provisional)"	"2022/01"	31	Not Applicable	Not Applicable
	"Ste. Genevieve County, MO"	"29186"	"Feb., 2022 (provisional)"	"2022/02"	21	Not Applicable	Not Applicable
	"Ste. Genevieve County, MO"	"29186"	"Mar., 2022 (provisional)"	"2022/03"	11	Not Applicable	Not Applicable
	"St. Francois County, MO"	"29187"	"Jan., 2022 (provisional)"	"2022/01"	102	Not Applicable	Not Applicable
	"St. Francois County, MO"	"29187"	"Feb., 2022 (provisional)"	"2022/02"	77	Not Applicable	Not Applicable
	"St. Francois County, MO"	"29187"	"Mar., 2022 (provisional)"	"2022/03"	59	Not Applicable	Not Applicable
	"St. Francois County, MO"	"29187"	"Apr., 2022 (provisional and partial)"	"2022/04"	34	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Jan., 2022 (provisional)"	"2022/01"	1268	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Feb., 2022 (provisional)"	"2022/02"	948	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Mar., 2022 (provisional)"	"2022/03"	825	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Apr., 2022 (provisional and partial)"	"2022/04"	300	Not Applicable	Not Applicable
	"Saline County, MO"	"29195"	"Jan., 2022 (provisional)"	"2022/01"	38	Not Applicable	Not Applicable
	"Saline County, MO"	"29195"	"Feb., 2022 (provisional)"	"2022/02"	23	Not Applicable	Not Applicable
	"Saline County, MO"	"29195"	"Mar., 2022 (provisional)"	"2022/03"	30	Not Applicable	Not Applicable
	"Scott County, MO"	"29201"	"Jan., 2022 (provisional)"	"2022/01"	57	Not Applicable	Not Applicable
	"Scott County, MO"	"29201"	"Feb., 2022 (provisional)"	"2022/02"	36	Not Applicable	Not Applicable
	"Scott County, MO"	"29201"	"Mar., 2022 (provisional)"	"2022/03"	40	Not Applicable	Not Applicable
	"Scott County, MO"	"29201"	"Apr., 2022 (provisional and partial)"	"2022/04"	15	Not Applicable	Not Applicable
	"Shannon County, MO"	"29203"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Shannon County, MO"	"29203"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Stoddard County, MO"	"29207"	"Jan., 2022 (provisional)"	"2022/01"	42	Not Applicable	Not Applicable
	"Stoddard County, MO"	"29207"	"Feb., 2022 (provisional)"	"2022/02"	29	Not Applicable	Not Applicable
	"Stoddard County, MO"	"29207"	"Mar., 2022 (provisional)"	"2022/03"	27	Not Applicable	Not Applicable
	"Stoddard County, MO"	"29207"	"Apr., 2022 (provisional and partial)"	"2022/04"	14	Not Applicable	Not Applicable
	"Stone County, MO"	"29209"	"Jan., 2022 (provisional)"	"2022/01"	53	Not Applicable	Not Applicable
	"Stone County, MO"	"29209"	"Feb., 2022 (provisional)"	"2022/02"	34	Not Applicable	Not Applicable
	"Stone County, MO"	"29209"	"Mar., 2022 (provisional)"	"2022/03"	39	Not Applicable	Not Applicable
	"Taney County, MO"	"29213"	"Jan., 2022 (provisional)"	"2022/01"	82	Not Applicable	Not Applicable
	"Taney County, MO"	"29213"	"Feb., 2022 (provisional)"	"2022/02"	80	Not Applicable	Not Applicable
	"Taney County, MO"	"29213"	"Mar., 2022 (provisional)"	"2022/03"	50	Not Applicable	Not Applicable
	"Taney County, MO"	"29213"	"Apr., 2022 (provisional and partial)"	"2022/04"	18	Not Applicable	Not Applicable
	"Texas County, MO"	"29215"	"Jan., 2022 (provisional)"	"2022/01"	42	Not Applicable	Not Applicable
	"Texas County, MO"	"29215"	"Feb., 2022 (provisional)"	"2022/02"	46	Not Applicable	Not Applicable
	"Texas County, MO"	"29215"	"Mar., 2022 (provisional)"	"2022/03"	34	Not Applicable	Not Applicable
	"Vernon County, MO"	"29217"	"Jan., 2022 (provisional)"	"2022/01"	31	Not Applicable	Not Applicable
	"Vernon County, MO"	"29217"	"Feb., 2022 (provisional)"	"2022/02"	22	Not Applicable	Not Applicable
	"Vernon County, MO"	"29217"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Warren County, MO"	"29219"	"Jan., 2022 (provisional)"	"2022/01"	51	Not Applicable	Not Applicable
	"Warren County, MO"	"29219"	"Feb., 2022 (provisional)"	"2022/02"	41	Not Applicable	Not Applicable
	"Warren County, MO"	"29219"	"Mar., 2022 (provisional)"	"2022/03"	32	Not Applicable	Not Applicable
	"Warren County, MO"	"29219"	"Apr., 2022 (provisional and partial)"	"2022/04"	13	Not Applicable	Not Applicable
	"Washington County, MO"	"29221"	"Jan., 2022 (provisional)"	"2022/01"	44	Not Applicable	Not Applicable
	"Washington County, MO"	"29221"	"Feb., 2022 (provisional)"	"2022/02"	33	Not Applicable	Not Applicable
	"Washington County, MO"	"29221"	"Mar., 2022 (provisional)"	"2022/03"	29	Not Applicable	Not Applicable
	"Wayne County, MO"	"29223"	"Jan., 2022 (provisional)"	"2022/01"	27	Not Applicable	Not Applicable
	"Wayne County, MO"	"29223"	"Feb., 2022 (provisional)"	"2022/02"	24	Not Applicable	Not Applicable
	"Wayne County, MO"	"29223"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Webster County, MO"	"29225"	"Jan., 2022 (provisional)"	"2022/01"	60	Not Applicable	Not Applicable
	"Webster County, MO"	"29225"	"Feb., 2022 (provisional)"	"2022/02"	31	Not Applicable	Not Applicable
	"Webster County, MO"	"29225"	"Mar., 2022 (provisional)"	"2022/03"	37	Not Applicable	Not Applicable
	"Wright County, MO"	"29229"	"Jan., 2022 (provisional)"	"2022/01"	42	Not Applicable	Not Applicable
	"Wright County, MO"	"29229"	"Feb., 2022 (provisional)"	"2022/02"	31	Not Applicable	Not Applicable
	"Wright County, MO"	"29229"	"Mar., 2022 (provisional)"	"2022/03"	31	Not Applicable	Not Applicable
	"Wright County, MO"	"29229"	"Apr., 2022 (provisional and partial)"	"2022/04"	13	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Jan., 2022 (provisional)"	"2022/01"	371	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Feb., 2022 (provisional)"	"2022/02"	236	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Mar., 2022 (provisional)"	"2022/03"	215	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Apr., 2022 (provisional and partial)"	"2022/04"	73	Not Applicable	Not Applicable
	"Beaverhead County, MT"	"30001"	"Jan., 2022 (provisional)"	"2022/01"	12	Not Applicable	Not Applicable
	"Big Horn County, MT"	"30003"	"Jan., 2022 (provisional)"	"2022/01"	19	Not Applicable	Not Applicable
	"Big Horn County, MT"	"30003"	"Feb., 2022 (provisional)"	"2022/02"	14	Not Applicable	Not Applicable
	"Big Horn County, MT"	"30003"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Carbon County, MT"	"30009"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"Jan., 2022 (provisional)"	"2022/01"	103	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"Feb., 2022 (provisional)"	"2022/02"	89	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"Mar., 2022 (provisional)"	"2022/03"	74	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"Apr., 2022 (provisional and partial)"	"2022/04"	30	Not Applicable	Not Applicable
	"Chouteau County, MT"	"30015"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Custer County, MT"	"30017"	"Jan., 2022 (provisional)"	"2022/01"	19	Not Applicable	Not Applicable
	"Custer County, MT"	"30017"	"Feb., 2022 (provisional)"	"2022/02"	10	Not Applicable	Not Applicable
	"Custer County, MT"	"30017"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Dawson County, MT"	"30021"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Dawson County, MT"	"30021"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Deer Lodge County, MT"	"30023"	"Jan., 2022 (provisional)"	"2022/01"	12	Not Applicable	Not Applicable
	"Deer Lodge County, MT"	"30023"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Deer Lodge County, MT"	"30023"	"Mar., 2022 (provisional)"	"2022/03"	20	Not Applicable	Not Applicable
	"Fergus County, MT"	"30027"	"Jan., 2022 (provisional)"	"2022/01"	16	Not Applicable	Not Applicable
	"Fergus County, MT"	"30027"	"Feb., 2022 (provisional)"	"2022/02"	14	Not Applicable	Not Applicable
	"Fergus County, MT"	"30027"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"Jan., 2022 (provisional)"	"2022/01"	118	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"Feb., 2022 (provisional)"	"2022/02"	108	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"Mar., 2022 (provisional)"	"2022/03"	99	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"Apr., 2022 (provisional and partial)"	"2022/04"	40	Not Applicable	Not Applicable
	"Gallatin County, MT"	"30031"	"Jan., 2022 (provisional)"	"2022/01"	74	Not Applicable	Not Applicable
	"Gallatin County, MT"	"30031"	"Feb., 2022 (provisional)"	"2022/02"	51	Not Applicable	Not Applicable
	"Gallatin County, MT"	"30031"	"Mar., 2022 (provisional)"	"2022/03"	58	Not Applicable	Not Applicable
	"Gallatin County, MT"	"30031"	"Apr., 2022 (provisional and partial)"	"2022/04"	13	Not Applicable	Not Applicable
	"Glacier County, MT"	"30035"	"Jan., 2022 (provisional)"	"2022/01"	21	Not Applicable	Not Applicable
	"Glacier County, MT"	"30035"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Hill County, MT"	"30041"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Hill County, MT"	"30041"	"Feb., 2022 (provisional)"	"2022/02"	18	Not Applicable	Not Applicable
	"Hill County, MT"	"30041"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Jefferson County, MT"	"30043"	"Jan., 2022 (provisional)"	"2022/01"	11	Not Applicable	Not Applicable
	"Jefferson County, MT"	"30043"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Lake County, MT"	"30047"	"Jan., 2022 (provisional)"	"2022/01"	37	Not Applicable	Not Applicable
	"Lake County, MT"	"30047"	"Feb., 2022 (provisional)"	"2022/02"	31	Not Applicable	Not Applicable
	"Lake County, MT"	"30047"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Lewis and Clark County, MT"	"30049"	"Jan., 2022 (provisional)"	"2022/01"	89	Not Applicable	Not Applicable
	"Lewis and Clark County, MT"	"30049"	"Feb., 2022 (provisional)"	"2022/02"	61	Not Applicable	Not Applicable
	"Lewis and Clark County, MT"	"30049"	"Mar., 2022 (provisional)"	"2022/03"	59	Not Applicable	Not Applicable
	"Lewis and Clark County, MT"	"30049"	"Apr., 2022 (provisional and partial)"	"2022/04"	22	Not Applicable	Not Applicable
	"Lincoln County, MT"	"30053"	"Jan., 2022 (provisional)"	"2022/01"	40	Not Applicable	Not Applicable
	"Lincoln County, MT"	"30053"	"Feb., 2022 (provisional)"	"2022/02"	23	Not Applicable	Not Applicable
	"Lincoln County, MT"	"30053"	"Mar., 2022 (provisional)"	"2022/03"	22	Not Applicable	Not Applicable
	"Madison County, MT"	"30057"	"Jan., 2022 (provisional)"	"2022/01"	16	Not Applicable	Not Applicable
	"Missoula County, MT"	"30063"	"Jan., 2022 (provisional)"	"2022/01"	92	Not Applicable	Not Applicable
	"Missoula County, MT"	"30063"	"Feb., 2022 (provisional)"	"2022/02"	92	Not Applicable	Not Applicable
	"Missoula County, MT"	"30063"	"Mar., 2022 (provisional)"	"2022/03"	77	Not Applicable	Not Applicable
	"Missoula County, MT"	"30063"	"Apr., 2022 (provisional and partial)"	"2022/04"	23	Not Applicable	Not Applicable
	"Park County, MT"	"30067"	"Jan., 2022 (provisional)"	"2022/01"	19	Not Applicable	Not Applicable
	"Park County, MT"	"30067"	"Feb., 2022 (provisional)"	"2022/02"	16	Not Applicable	Not Applicable
	"Park County, MT"	"30067"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Pondera County, MT"	"30073"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Ravalli County, MT"	"30081"	"Jan., 2022 (provisional)"	"2022/01"	50	Not Applicable	Not Applicable
	"Ravalli County, MT"	"30081"	"Feb., 2022 (provisional)"	"2022/02"	59	Not Applicable	Not Applicable
	"Ravalli County, MT"	"30081"	"Mar., 2022 (provisional)"	"2022/03"	46	Not Applicable	Not Applicable
	"Ravalli County, MT"	"30081"	"Apr., 2022 (provisional and partial)"	"2022/04"	19	Not Applicable	Not Applicable
	"Richland County, MT"	"30083"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Roosevelt County, MT"	"30085"	"Jan., 2022 (provisional)"	"2022/01"	18	Not Applicable	Not Applicable
	"Roosevelt County, MT"	"30085"	"Feb., 2022 (provisional)"	"2022/02"	18	Not Applicable	Not Applicable
	"Rosebud County, MT"	"30087"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Sanders County, MT"	"30089"	"Jan., 2022 (provisional)"	"2022/01"	19	Not Applicable	Not Applicable
	"Sanders County, MT"	"30089"	"Feb., 2022 (provisional)"	"2022/02"	22	Not Applicable	Not Applicable
	"Sanders County, MT"	"30089"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Silver Bow County, MT"	"30093"	"Jan., 2022 (provisional)"	"2022/01"	51	Not Applicable	Not Applicable
	"Silver Bow County, MT"	"30093"	"Feb., 2022 (provisional)"	"2022/02"	42	Not Applicable	Not Applicable
	"Silver Bow County, MT"	"30093"	"Mar., 2022 (provisional)"	"2022/03"	35	Not Applicable	Not Applicable
	"Silver Bow County, MT"	"30093"	"Apr., 2022 (provisional and partial)"	"2022/04"	16	Not Applicable	Not Applicable
	"Stillwater County, MT"	"30095"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Teton County, MT"	"30099"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Jan., 2022 (provisional)"	"2022/01"	177	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Feb., 2022 (provisional)"	"2022/02"	156	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Mar., 2022 (provisional)"	"2022/03"	130	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Apr., 2022 (provisional and partial)"	"2022/04"	42	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"Jan., 2022 (provisional)"	"2022/01"	36	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"Feb., 2022 (provisional)"	"2022/02"	40	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"Mar., 2022 (provisional)"	"2022/03"	36	Not Applicable	Not Applicable
	"Box Butte County, NE"	"31013"	"Jan., 2022 (provisional)"	"2022/01"	12	Not Applicable	Not Applicable
	"Box Butte County, NE"	"31013"	"Feb., 2022 (provisional)"	"2022/02"	10	Not Applicable	Not Applicable
	"Box Butte County, NE"	"31013"	"Mar., 2022 (provisional)"	"2022/03"	13	Not Applicable	Not Applicable
	"Buffalo County, NE"	"31019"	"Jan., 2022 (provisional)"	"2022/01"	44	Not Applicable	Not Applicable
	"Buffalo County, NE"	"31019"	"Feb., 2022 (provisional)"	"2022/02"	44	Not Applicable	Not Applicable
	"Buffalo County, NE"	"31019"	"Mar., 2022 (provisional)"	"2022/03"	30	Not Applicable	Not Applicable
	"Buffalo County, NE"	"31019"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"Burt County, NE"	"31021"	"Jan., 2022 (provisional)"	"2022/01"	12	Not Applicable	Not Applicable
	"Burt County, NE"	"31021"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Butler County, NE"	"31023"	"Jan., 2022 (provisional)"	"2022/01"	20	Not Applicable	Not Applicable
	"Cass County, NE"	"31025"	"Jan., 2022 (provisional)"	"2022/01"	26	Not Applicable	Not Applicable
	"Cass County, NE"	"31025"	"Feb., 2022 (provisional)"	"2022/02"	26	Not Applicable	Not Applicable
	"Cass County, NE"	"31025"	"Mar., 2022 (provisional)"	"2022/03"	19	Not Applicable	Not Applicable
	"Cedar County, NE"	"31027"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Cedar County, NE"	"31027"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Cheyenne County, NE"	"31033"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Cheyenne County, NE"	"31033"	"Feb., 2022 (provisional)"	"2022/02"	14	Not Applicable	Not Applicable
	"Cheyenne County, NE"	"31033"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Cuming County, NE"	"31039"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Custer County, NE"	"31041"	"Jan., 2022 (provisional)"	"2022/01"	20	Not Applicable	Not Applicable
	"Custer County, NE"	"31041"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Dakota County, NE"	"31043"	"Jan., 2022 (provisional)"	"2022/01"	18	Not Applicable	Not Applicable
	"Dakota County, NE"	"31043"	"Feb., 2022 (provisional)"	"2022/02"	17	Not Applicable	Not Applicable
	"Dakota County, NE"	"31043"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Dawes County, NE"	"31045"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Dawson County, NE"	"31047"	"Jan., 2022 (provisional)"	"2022/01"	27	Not Applicable	Not Applicable
	"Dawson County, NE"	"31047"	"Feb., 2022 (provisional)"	"2022/02"	29	Not Applicable	Not Applicable
	"Dawson County, NE"	"31047"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Dodge County, NE"	"31053"	"Jan., 2022 (provisional)"	"2022/01"	38	Not Applicable	Not Applicable
	"Dodge County, NE"	"31053"	"Feb., 2022 (provisional)"	"2022/02"	40	Not Applicable	Not Applicable
	"Dodge County, NE"	"31053"	"Mar., 2022 (provisional)"	"2022/03"	26	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jan., 2022 (provisional)"	"2022/01"	507	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Feb., 2022 (provisional)"	"2022/02"	399	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Mar., 2022 (provisional)"	"2022/03"	265	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Apr., 2022 (provisional and partial)"	"2022/04"	69	Not Applicable	Not Applicable
	"Fillmore County, NE"	"31059"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Franklin County, NE"	"31061"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Gage County, NE"	"31067"	"Jan., 2022 (provisional)"	"2022/01"	45	Not Applicable	Not Applicable
	"Gage County, NE"	"31067"	"Feb., 2022 (provisional)"	"2022/02"	40	Not Applicable	Not Applicable
	"Gage County, NE"	"31067"	"Mar., 2022 (provisional)"	"2022/03"	22	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	"Jan., 2022 (provisional)"	"2022/01"	60	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	"Feb., 2022 (provisional)"	"2022/02"	52	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	"Mar., 2022 (provisional)"	"2022/03"	35	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"Hamilton County, NE"	"31081"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Holt County, NE"	"31089"	"Jan., 2022 (provisional)"	"2022/01"	17	Not Applicable	Not Applicable
	"Holt County, NE"	"31089"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Jefferson County, NE"	"31095"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Keith County, NE"	"31101"	"Jan., 2022 (provisional)"	"2022/01"	18	Not Applicable	Not Applicable
	"Keith County, NE"	"31101"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Knox County, NE"	"31107"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Knox County, NE"	"31107"	"Feb., 2022 (provisional)"	"2022/02"	10	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"Jan., 2022 (provisional)"	"2022/01"	299	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"Feb., 2022 (provisional)"	"2022/02"	217	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"Mar., 2022 (provisional)"	"2022/03"	204	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"Apr., 2022 (provisional and partial)"	"2022/04"	50	Not Applicable	Not Applicable
	"Lincoln County, NE"	"31111"	"Jan., 2022 (provisional)"	"2022/01"	59	Not Applicable	Not Applicable
	"Lincoln County, NE"	"31111"	"Feb., 2022 (provisional)"	"2022/02"	44	Not Applicable	Not Applicable
	"Lincoln County, NE"	"31111"	"Mar., 2022 (provisional)"	"2022/03"	38	Not Applicable	Not Applicable
	"Lincoln County, NE"	"31111"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"Madison County, NE"	"31119"	"Jan., 2022 (provisional)"	"2022/01"	47	Not Applicable	Not Applicable
	"Madison County, NE"	"31119"	"Feb., 2022 (provisional)"	"2022/02"	30	Not Applicable	Not Applicable
	"Madison County, NE"	"31119"	"Mar., 2022 (provisional)"	"2022/03"	34	Not Applicable	Not Applicable
	"Madison County, NE"	"31119"	"Apr., 2022 (provisional and partial)"	"2022/04"	10	Not Applicable	Not Applicable
	"Merrick County, NE"	"31121"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Morrill County, NE"	"31123"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Nemaha County, NE"	"31127"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Nemaha County, NE"	"31127"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Otoe County, NE"	"31131"	"Jan., 2022 (provisional)"	"2022/01"	18	Not Applicable	Not Applicable
	"Otoe County, NE"	"31131"	"Feb., 2022 (provisional)"	"2022/02"	14	Not Applicable	Not Applicable
	"Otoe County, NE"	"31131"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Phelps County, NE"	"31137"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Pierce County, NE"	"31139"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Platte County, NE"	"31141"	"Jan., 2022 (provisional)"	"2022/01"	31	Not Applicable	Not Applicable
	"Platte County, NE"	"31141"	"Feb., 2022 (provisional)"	"2022/02"	25	Not Applicable	Not Applicable
	"Platte County, NE"	"31141"	"Mar., 2022 (provisional)"	"2022/03"	24	Not Applicable	Not Applicable
	"Red Willow County, NE"	"31145"	"Jan., 2022 (provisional)"	"2022/01"	12	Not Applicable	Not Applicable
	"Red Willow County, NE"	"31145"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Richardson County, NE"	"31147"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Saline County, NE"	"31151"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Saline County, NE"	"31151"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Saline County, NE"	"31151"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Sarpy County, NE"	"31153"	"Jan., 2022 (provisional)"	"2022/01"	146	Not Applicable	Not Applicable
	"Sarpy County, NE"	"31153"	"Feb., 2022 (provisional)"	"2022/02"	104	Not Applicable	Not Applicable
	"Sarpy County, NE"	"31153"	"Mar., 2022 (provisional)"	"2022/03"	100	Not Applicable	Not Applicable
	"Sarpy County, NE"	"31153"	"Apr., 2022 (provisional and partial)"	"2022/04"	22	Not Applicable	Not Applicable
	"Saunders County, NE"	"31155"	"Jan., 2022 (provisional)"	"2022/01"	28	Not Applicable	Not Applicable
	"Saunders County, NE"	"31155"	"Feb., 2022 (provisional)"	"2022/02"	14	Not Applicable	Not Applicable
	"Saunders County, NE"	"31155"	"Mar., 2022 (provisional)"	"2022/03"	19	Not Applicable	Not Applicable
	"Scotts Bluff County, NE"	"31157"	"Jan., 2022 (provisional)"	"2022/01"	45	Not Applicable	Not Applicable
	"Scotts Bluff County, NE"	"31157"	"Feb., 2022 (provisional)"	"2022/02"	36	Not Applicable	Not Applicable
	"Scotts Bluff County, NE"	"31157"	"Mar., 2022 (provisional)"	"2022/03"	27	Not Applicable	Not Applicable
	"Scotts Bluff County, NE"	"31157"	"Apr., 2022 (provisional and partial)"	"2022/04"	10	Not Applicable	Not Applicable
